7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.821428571428571388e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.821428571428571388e+02,2.185714285714286120e+02,1.821428571428571388e+02,2.185714285714286120e+02,2.185714285714286120e+02,2.185714285714286120e+02,2.185714285714286120e+02,2.185714285714286120e+02
7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.821428571428571388e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.821428571428571388e+02,2.185714285714286120e+02,1.821428571428571388e+02,2.185714285714286120e+02,2.185714285714286120e+02,2.185714285714286120e+02,2.185714285714286120e+02,2.185714285714286120e+02
7.285714285714286120e+01,3.642857142857143060e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,3.642857142857143060e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02
7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,3.642857142857143060e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02
7.285714285714286120e+01,3.642857142857143060e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.457142857142857224e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,3.642857142857143060e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02
7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,3.642857142857143060e+01,3.642857142857143060e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.457142857142857224e+02,7.285714285714286120e+01,1.457142857142857224e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01
7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02
7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,2.185714285714286120e+02,1.821428571428571388e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.457142857142857224e+02,2.185714285714286120e+02,1.821428571428571388e+02
7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,3.642857142857143060e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,3.642857142857143060e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,7.285714285714286120e+01,1.092857142857143060e+02
7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.457142857142857224e+02,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.457142857142857224e+02,1.457142857142857224e+02
7.285714285714286120e+01,3.642857142857143060e+01,7.285714285714286120e+01,3.642857142857143060e+01,1.457142857142857224e+02,1.092857142857143060e+02,1.821428571428571388e+02,1.821428571428571388e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.092857142857143060e+02,1.821428571428571388e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.457142857142857224e+02,1.457142857142857224e+02
7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,3.642857142857143060e+01,7.285714285714286120e+01,3.642857142857143060e+01,3.642857142857143060e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,7.285714285714286120e+01,7.285714285714286120e+01,7.285714285714286120e+01,1.092857142857143060e+02,7.285714285714286120e+01,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.092857142857143060e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.457142857142857224e+02,1.821428571428571388e+02,1.457142857142857224e+02
